worker_i,worker_j,same_group,same_occupation,skill_distance,geo_distance,either_senior,referral_opportunity,true_link_probability,linked,tie_strength
W027,W069,1,1,0.7452,2,0,0.6128,0.2969,0,0.7205
W027,W070,1,0,0.5558,2,0,0.5656,0.196,0,0.3548
W027,W071,1,0,1.4398,0,0,0.5831,0.1825,0,0.7039
W027,W072,0,0,0.0323,4,0,0.5124,0.0918,0,0.5515
W028,W029,0,0,0.5137,0,0,0.5121,0.1135,0,0.4168
W028,W030,1,0,1.1916,1,0,0.545,0.1761,0,0.4598
W028,W031,1,1,0.4551,2,0,0.4863,0.2985,0,0.5187
W028,W032,0,1,0.2092,2,1,0.4637,0.2197,0,0.2614
W028,W033,0,0,0.3108,0,0,0.4394,0.1151,0,0.131
W028,W034,1,0,0.3229,3,0,0.3943,0.1742,0,0.5625
W028,W035,0,0,0.9607,4,0,0.5135,0.0687,0,0.5534
W028,W036,0,0,0.021,0,0,0.4815,0.1289,0,0.2134
W028,W037,0,0,0.6579,3,0,0.4674,0.0804,1,0.2569
W028,W038,0,0,1.5975,1,0,0.4782,0.0725,0,0.392
W028,W039,1,0,0.1355,2,0,0.3718,0.1965,0,0.6327
W028,W040,1,0,0.4365,2,0,0.5409,0.1996,1,0.8761
W028,W041,0,0,0.9489,1,0,0.4639,0.088,0,0.2921
W028,W042,0,0,0.6153,1,0,0.5105,0.1005,0,0.43
W028,W043,1,0,0.6305,1,0,0.3629,0.185,0,0.4455
W028,W044,1,1,0.195,1,1,0.5417,0.4289,1,0.9118
W028,W045,0,0,0.7253,3,0,0.5513,0.0832,0,0.8323
W028,W046,0,0,0.2256,0,0,0.5502,0.1267,1,0.5929
W028,W047,0,1,0.0681,1,0,0.4265,0.1845,0,0.3348
W028,W048,1,0,1.0263,2,0,0.5096,0.1663,0,0.3816
W028,W049,1,1,0.4086,3,0,0.4472,0.2755,0,0.3211
W028,W050,1,1,0.2663,3,0,0.5354,0.2984,0,0.5934
W028,W051,1,0,0.2684,0,0,0.4772,0.2355,0,0.6325
W028,W052,1,0,0.2129,1,1,0.4997,0.2885,1,0.8655
W028,W053,0,0,0.0362,4,0,0.5152,0.0918,0,0.2421
W028,W054,1,1,0.9205,2,1,0.6067,0.3575,0,0.6739
W028,W055,1,0,0.1559,3,0,0.4861,0.1926,0,0.4976
W028,W056,0,0,0.8116,4,0,0.5057,0.0716,0,0.3267
W028,W057,1,0,0.4578,1,0,0.545,0.2153,0,0.3994
W028,W058,1,0,0.6926,3,1,0.5688,0.2287,1,0.98
W028,W059,1,1,0.0868,4,0,0.4756,0.2815,0,0.7132
W028,W060,1,1,0.4004,2,0,0.4539,0.2975,1,0.398
W028,W061,0,0,0.1948,4,0,0.4981,0.0865,0,0.3389
W028,W062,0,0,1.074,3,0,0.4583,0.0701,0,0.5
W028,W063,0,1,0.3854,0,0,0.5233,0.194,0,0.5278
W028,W064,1,0,0.619,2,0,0.5254,0.1881,1,0.7136
W028,W065,1,1,0.9136,1,1,0.5887,0.3783,1,0.5584
W028,W066,0,0,0.3382,2,0,0.4592,0.0967,1,0.4006
W028,W067,1,0,0.7603,4,0,0.4329,0.1447,0,0.8354
W028,W068,1,0,0.4536,2,1,0.5457,0.259,0,0.5143
W028,W069,1,0,1.5066,2,0,0.5494,0.1485,0,0.3098
W028,W070,1,1,0.2056,2,0,0.5022,0.319,1,0.3956
W028,W071,1,0,2.2012,0,0,0.5196,0.1413,0,0.6967
W028,W072,0,0,0.7291,4,0,0.449,0.0708,0,0.5775
W029,W030,0,1,0.6779,1,0,0.6025,0.1727,0,0.4442
W029,W031,0,0,0.0586,2,0,0.5438,0.1112,0,0.7171
W029,W032,1,0,0.3045,2,1,0.5212,0.2654,0,0.7582
W029,W033,1,0,0.2029,0,0,0.4969,0.2421,0,0.5293
W029,W034,0,1,0.1908,3,0,0.4519,0.1532,1,0.6206
W029,W035,1,0,0.447,4,0,0.5711,0.1721,0,0.6522
W029,W036,1,0,0.4927,0,0,0.5391,0.2298,0,0.3942
W029,W037,1,0,1.1716,3,0,0.525,0.148,0,0.515
W029,W038,1,0,1.0838,1,0,0.5357,0.1805,1,0.3275
W029,W039,0,1,0.6492,2,0,0.4294,0.1441,0,0.7842
W029,W040,0,0,0.0772,2,0,0.5984,0.1145,0,0.4116
W029,W041,1,0,0.4352,1,0,0.5215,0.2137,0,0.695
W029,W042,1,0,0.1016,1,0,0.568,0.2395,1,0.5328
W029,W043,0,0,1.1442,1,0,0.4205,0.0804,0,0.5075
W029,W044,0,0,0.7087,1,1,0.5993,0.1395,0,0.67
W029,W045,1,0,0.2116,3,0,0.6088,0.2037,0,0.5135
W029,W046,1,0,0.2881,0,0,0.6078,0.2515,1,0.6273
W029,W047,1,0,0.5818,1,0,0.484,0.2011,1,0.2952
W029,W048,0,1,0.5126,2,0,0.5672,0.163,0,0.9543
W029,W049,0,0,0.9223,3,0,0.5048,0.0758,1,0.2798
W029,W050,0,0,0.2474,3,0,0.5929,0.0991,0,0.3928
W029,W051,0,0,0.2453,0,0,0.5348,0.1247,0,0.6284
W029,W052,0,0,0.7266,1,1,0.5573,0.1352,0,0.3455
W029,W053,1,0,0.4775,4,0,0.5728,0.1708,0,0.6474
W029,W054,0,0,0.4068,2,1,0.6642,0.1455,0,0.5547
W029,W055,0,1,0.3578,3,0,0.5436,0.1544,0,0.1803
W029,W056,1,1,0.2979,4,0,0.5633,0.2797,0,0.7143
W029,W057,0,0,0.0559,1,0,0.6025,0.1262,0,0.5209
W029,W058,0,0,1.2063,3,1,0.6263,0.1026,0,0.476
W029,W059,0,0,0.4269,4,0,0.5331,0.0823,0,0.4758
W029,W060,0,0,0.1133,2,0,0.5115,0.1071,0,0.1576
W029,W061,1,0,0.3189,4,0,0.5556,0.1768,0,0.5072
W029,W062,1,0,1.5877,3,0,0.5159,0.1303,0,0.4171
W029,W063,1,0,0.1283,0,0,0.5808,0.2582,0,0.2201
W029,W064,0,1,0.1053,2,0,0.5829,0.1845,1,0.6305
W029,W065,0,0,0.3999,1,1,0.6462,0.157,0,0.8942
W029,W066,1,1,0.1755,2,0,0.5168,0.3235,0,0.7721
W029,W067,0,0,1.274,4,0,0.4904,0.0612,0,0.344
W029,W068,0,0,0.0601,2,1,0.6033,0.155,0,0.4727
W029,W069,0,0,0.9929,2,0,0.6069,0.087,1,0.7359
W029,W070,0,0,0.3081,2,0,0.5597,0.1042,0,0.8581
W029,W071,0,1,1.6875,0,0,0.5772,0.1385,0,0.4094
W029,W072,1,1,0.2154,4,0,0.5065,0.2772,0,0.5979
W030,W031,1,0,0.7365,1,0,0.5766,0.2034,0,0.7191
W030,W032,0,0,0.9824,1,1,0.554,0.1251,0,0.6761
W030,W033,0,0,0.8808,1,0,0.5297,0.0938,0,0.1427
W030,W034,1,1,0.8687,2,0,0.4847,0.2697,0,0.6122
W030,W035,0,0,0.2309,3,0,0.6038,0.1003,0,0.2933
W030,W036,0,0,1.1706,1,0,0.5718,0.0882,0,0.1847
W030,W037,0,0,1.8495,4,0,0.5577,0.0533,0,0.3418
W030,W038,0,0,0.4059,2,0,0.5685,0.1017,0,0.5227
W030,W039,1,1,1.3271,1,0,0.4621,0.2557,0,0.3671
W030,W040,1,0,0.7551,1,0,0.6312,0.2088,0,0.5027
W030,W041,0,0,0.2427,0,0,0.5543,0.1264,0,0.4166
W030,W042,0,0,0.5763,2,0,0.6008,0.0986,0,0.5609
W030,W043,1,0,1.8221,0,0,0.4533,0.1515,0,0.6483
W030,W044,1,0,1.3866,0,1,0.6321,0.2485,0,0.98
W030,W045,0,0,0.4663,4,0,0.6416,0.0873,0,0.7313
W030,W046,0,0,0.966,1,0,0.6405,0.0982,0,0.1873
W030,W047,0,0,1.2597,2,0,0.5169,0.0754,0,0.5957
W030,W048,1,1,0.1653,1,0,0.5999,0.3603,0,0.5205
W030,W049,1,0,1.6002,4,0,0.5375,0.1206,0,0.5133
W030,W050,1,0,0.9253,2,0,0.6258,0.1833,0,0.5926
W030,W051,1,0,0.9232,1,0,0.5675,0.1923,0,0.5063
W030,W052,1,0,1.4045,0,1,0.59,0.2418,1,0.5794
W030,W053,0,0,1.1554,5,0,0.6056,0.0626,0,0.2548
W030,W054,1,0,0.2711,1,1,0.697,0.3142,0,0.4207
W030,W055,1,1,1.0357,4,0,0.5764,0.2338,0,0.5422
W030,W056,0,1,0.38,3,0,0.596,0.1584,0,0.3317
W030,W057,1,0,0.7338,2,0,0.6353,0.1943,0,0.5115
W030,W058,1,0,1.8842,2,1,0.6592,0.1891,0,0.3372
W030,W059,1,0,1.1048,3,0,0.5659,0.1547,0,0.9584
W030,W060,1,0,0.7912,3,0,0.5443,0.167,0,0.6387
W030,W061,0,0,0.9968,5,0,0.5884,0.0651,0,0.1351
W030,W062,0,0,2.2656,2,0,0.5486,0.056,0,0.2333
W030,W063,0,0,0.8062,1,0,0.6137,0.1014,0,0.4628
W030,W064,1,1,0.5726,1,0,0.6158,0.3315,0,0.3796
W030,W065,1,0,0.278,0,1,0.679,0.3328,1,0.5617
W030,W066,0,1,0.8534,3,0,0.5496,0.1342,0,0.3453
W030,W067,1,0,1.9519,3,0,0.5232,0.1174,0,0.2759
W030,W068,1,0,0.738,3,1,0.6361,0.2345,1,0.5728
W030,W069,1,0,0.315,1,0,0.6398,0.2357,1,0.2692
W030,W070,1,0,0.986,3,0,0.5925,0.1627,0,0.5616
W030,W071,1,1,1.0096,1,0,0.61,0.2986,1,0.6815
W030,W072,0,1,0.4625,3,0,0.5393,0.1494,0,0.3459
W031,W032,0,1,0.2459,0,1,0.4953,0.2579,0,0.6298
W031,W033,0,0,0.1443,2,0,0.471,0.1034,0,0.229
W031,W034,1,0,0.1322,1,0,0.426,0.2196,1,0.2321
W031,W035,0,0,0.5056,2,0,0.5452,0.0971,0,0.1864
W031,W036,0,0,0.4341,2,0,0.5131,0.0973,0,0.5233
W031,W037,0,0,1.113,5,0,0.499,0.059,0,0.6857
W031,W038,0,0,1.1424,3,0,0.5098,0.071,0,0.3029
W031,W039,1,0,0.5906,0,0,0.4034,0.2075,1,0.7711
W031,W040,1,0,0.0186,0,0,0.5726,0.2642,0,0.278
W031,W041,0,0,0.4938,1,0,0.4956,0.1033,0,0.1578
W031,W042,0,0,0.1602,3,0,0.5422,0.0985,0,0.2945
W031,W043,1,0,1.0856,1,0,0.3946,0.1659,1,0.7284
W031,W044,1,1,0.6501,1,1,0.5734,0.3969,1,0.4757
W031,W045,0,0,0.2702,5,0,0.5829,0.0815,0,0.6257
W031,W046,0,0,0.2295,2,0,0.5818,0.1082,0,0.1961
W031,W047,0,1,0.5232,3,0,0.4582,0.1397,0,0.3667
W031,W048,1,0,0.5712,0,0,0.5413,0.2254,0,0.7444
W031,W049,1,1,0.8637,5,0,0.4788,0.2144,1,0.672
W031,W050,1,1,0.1888,1,0,0.5671,0.353,0,0.6585
W031,W051,1,0,0.1867,2,0,0.5089,0.2096,0,0.4881
W031,W052,1,0,0.668,1,1,0.5313,0.2622,0,0.448
W031,W053,0,0,0.4189,6,0,0.5469,0.0692,0,0.7385
W031,W054,1,1,0.4654,0,1,0.6383,0.448,0,0.5865
W031,W055,1,0,0.2992,5,0,0.5177,0.1599,0,0.2064
W031,W056,0,0,0.3565,2,0,0.5373,0.1012,0,0.4933
W031,W057,1,0,0.0027,3,0,0.5766,0.2115,0,0.5379
W031,W058,1,0,1.1477,1,1,0.6005,0.2409,0,0.7118
W031,W059,1,1,0.3683,2,0,0.5072,0.3079,0,0.8455
W031,W060,1,1,0.0547,4,0,0.4856,0.2852,1,0.4022
W031,W061,0,0,0.2603,6,0,0.5297,0.072,0,0.2983
W031,W062,0,0,1.5291,1,0,0.4899,0.0747,0,0.4439
W031,W063,0,1,0.0697,2,0,0.555,0.1833,0,0.4596
W031,W064,1,0,0.1639,0,0,0.5571,0.2526,0,0.3189
W031,W065,1,1,0.4585,1,1,0.6203,0.4209,1,0.9137
W031,W066,0,0,0.1169,4,0,0.4909,0.0882,0,0.3279
W031,W067,1,0,1.2154,2,0,0.4646,0.1533,0,0.3765
W031,W068,1,0,0.0015,4,1,0.5774,0.2545,1,0.5377
W031,W069,1,0,1.0515,0,0,0.5811,0.2028,0,0.6703
W031,W070,1,1,0.2495,4,0,0.5338,0.2788,1,0.6737
W031,W071,1,0,1.7461,2,0,0.5513,0.1386,0,0.425
W031,W072,0,0,0.274,2,0,0.4806,0.1,0,0.1443
W032,W033,1,0,0.1016,2,1,0.4484,0.2686,0,0.2812
W032,W034,0,0,0.1137,1,1,0.4034,0.147,0,0.261
W032,W035,1,0,0.7515,2,1,0.5226,0.237,0,0.6904
W032,W036,1,0,0.1882,2,1,0.4905,0.2688,0,0.2576
W032,W037,1,0,0.8671,5,1,0.4765,0.1763,0,0.7653
W032,W038,1,0,1.3883,3,1,0.4872,0.1808,0,0.7162
W032,W039,0,0,0.3447,0,1,0.3809,0.1477,0,0.2395
W032,W040,0,0,0.2273,0,1,0.5499,0.1692,0,0.4905
W032,W041,1,0,0.7397,1,1,0.473,0.2496,0,0.4856
W032,W042,1,0,0.4061,3,1,0.5195,0.2398,1,0.5716
W032,W043,0,0,0.8397,1,1,0.372,0.1163,1,0.7308
W032,W044,0,1,0.4042,1,1,0.5508,0.2367,0,0.3093
W032,W045,1,0,0.5161,5,1,0.5603,0.2039,0,0.6982
W032,W046,1,0,0.0164,2,1,0.5593,0.2905,1,0.8547
W032,W047,1,1,0.2773,3,1,0.4355,0.3565,0,0.3023
W032,W048,0,0,0.8171,0,1,0.5187,0.1401,0,0.5501
W032,W049,0,1,0.6178,5,1,0.4563,0.153,0,0.5468
W032,W050,0,1,0.0571,1,1,0.5444,0.2578,0,0.5235
W032,W051,0,0,0.0592,2,1,0.4863,0.1443,1,0.6325
W032,W052,0,0,0.4221,1,1,0.5088,0.1434,0,0.477
W032,W053,1,0,0.173,6,1,0.5243,0.2024,0,0.495
W032,W054,0,1,0.7113,0,1,0.6157,0.2444,1,0.5526
W032,W055,0,0,0.0533,5,1,0.4951,0.1119,0,0.4896
W032,W056,1,0,0.6024,2,1,0.5148,0.2452,1,0.4501
W032,W057,0,0,0.2486,3,1,0.554,0.1306,0,0.7593
W032,W058,0,0,0.9018,1,1,0.5778,0.13,0,0.5672
W032,W059,0,1,0.1224,2,1,0.4846,0.2275,0,0.4681
W032,W060,0,1,0.1912,4,1,0.463,0.1882,0,0.7882
W032,W061,1,0,0.0144,6,1,0.5071,0.2092,1,0.5909
W032,W062,1,0,1.2832,1,1,0.4674,0.2159,0,0.6961
W032,W063,1,1,0.1762,2,1,0.5323,0.4045,1,0.5468
W032,W064,0,0,0.4098,0,1,0.5344,0.1592,1,0.6025
W032,W065,0,1,0.7044,1,1,0.5977,0.2246,0,0.3833
W032,W066,1,0,0.129,4,1,0.4683,0.2321,0,0.8177
W032,W067,0,0,0.9695,2,1,0.442,0.107,0,0.5779
W032,W068,0,0,0.2444,4,1,0.5548,0.1199,0,0.4936
W032,W069,0,0,1.2974,0,1,0.5585,0.1247,0,0.5313
W032,W070,0,1,0.0036,4,1,0.5112,0.2037,0,0.4461
W032,W071,0,0,1.992,2,1,0.5287,0.0827,0,0.7871
W032,W072,1,0,0.5199,2,1,0.458,0.2429,0,0.5848
W033,W034,0,0,0.0121,3,0,0.3791,0.0927,0,0.6116
W033,W035,1,1,0.6499,4,0,0.4982,0.2475,1,0.6678
W033,W036,1,0,0.2898,0,0,0.4662,0.2328,1,0.6256
W033,W037,1,0,0.9687,3,0,0.4521,0.1501,1,0.3784
W033,W038,1,1,1.2867,1,0,0.4629,0.2584,1,0.5728
W033,W039,0,0,0.4463,2,0,0.3565,0.0875,0,0.3515
W033,W040,0,0,0.1257,2,0,0.5256,0.1077,0,0.593
W033,W041,1,1,0.6381,1,0,0.4487,0.3007,1,0.1447
W033,W042,1,0,0.3045,1,0,0.4952,0.2181,1,0.7397
W033,W043,0,0,0.9413,1,0,0.3477,0.0817,0,0.1884
W033,W044,0,0,0.5058,1,1,0.5264,0.1415,0,0.6651
W033,W045,1,0,0.4145,3,0,0.536,0.1847,0,0.3287
W033,W046,1,0,0.0852,0,0,0.535,0.2547,0,0.2446
W033,W047,1,0,0.3789,1,0,0.4113,0.2038,0,0.6811
W033,W048,0,0,0.7155,2,0,0.4943,0.0881,1,0.3909
W033,W049,0,0,0.7194,3,0,0.432,0.077,0,0.2686
W033,W050,0,0,0.0445,3,0,0.5202,0.1006,0,0.1461
W033,W051,0,1,0.0424,0,0,0.4619,0.2056,0,0.3086
W033,W052,0,0,0.5237,1,1,0.4844,0.1371,0,0.9422
W033,W053,1,0,0.2746,4,0,0.5,0.1732,0,0.5982
W033,W054,0,0,0.6097,2,1,0.5914,0.1311,0,0.4591
W033,W055,0,0,0.1549,3,0,0.4708,0.0942,0,0.1506
W033,W056,1,0,0.5008,4,0,0.4904,0.1615,0,0.5499
W033,W057,0,1,0.147,1,0,0.5297,0.1918,0,0.3237
W033,W058,0,1,1.0034,3,1,0.5535,0.1718,0,0.604
W033,W059,0,0,0.224,4,0,0.4603,0.0836,0,0.0408
W033,W060,0,0,0.0896,2,0,0.4387,0.103,0,0.6151
W033,W061,1,0,0.116,4,0,0.4829,0.1792,0,0.5861
W033,W062,1,0,1.3848,3,0,0.443,0.1322,0,0.5696
W033,W063,1,0,0.0746,0,0,0.5081,0.2517,0,0.2151
W033,W064,0,0,0.3082,2,0,0.5101,0.1009,0,0.2289
W033,W065,0,0,0.6028,1,1,0.5734,0.1416,0,0.4237
W033,W066,1,0,0.0274,2,0,0.444,0.2109,0,0.5911
W033,W067,0,1,1.0711,4,0,0.4176,0.1059,0,0.2936
W033,W068,0,0,0.1428,2,1,0.5305,0.1447,0,0.6417
W033,W069,0,0,1.1958,2,0,0.5342,0.0778,0,0.7197
W033,W070,0,0,0.1052,2,0,0.4869,0.1057,1,0.7847
W033,W071,0,0,1.8904,0,0,0.5044,0.0738,0,0.2891
W033,W072,1,0,0.4183,4,0,0.4337,0.1598,0,0.8186
W034,W035,0,0,0.6378,1,0,0.4533,0.0962,0,0.2363
W034,W036,0,0,0.3019,3,0,0.4213,0.0871,0,0.7262
W034,W037,0,0,0.9808,6,0,0.4072,0.0526,0,0.4236
W034,W038,0,0,1.2746,4,0,0.4179,0.0583,0,0.2263
W034,W039,1,1,0.4584,1,0,0.3115,0.2929,0,0.4892
W034,W040,1,0,0.1136,1,0,0.4807,0.2275,0,0.223
W034,W041,0,0,0.626,2,0,0.4037,0.0853,0,0.3822
W034,W042,0,0,0.2924,4,0,0.4503,0.0813,0,0.201
W034,W043,1,0,0.9534,2,0,0.3027,0.1498,0,0.2065
W034,W044,1,0,0.5179,2,1,0.4815,0.2461,1,0.4717
W034,W045,0,0,0.4024,6,0,0.491,0.067,0,0.4667
W034,W046,0,0,0.0973,3,0,0.4899,0.0971,0,0.2431
W034,W047,0,0,0.391,4,0,0.3662,0.0745,0,0.1416
W034,W048,1,1,0.7034,1,0,0.4494,0.2962,0,0.4391
W034,W049,1,0,0.7315,6,0,0.387,0.1192,0,0.3874
W034,W050,1,0,0.0566,0,0,0.4751,0.2484,1,0.5716
W034,W051,1,0,0.0545,3,0,0.417,0.1903,1,0.7799
W034,W052,1,0,0.5358,2,1,0.4395,0.2394,0,0.6456
W034,W053,0,0,0.2867,7,0,0.455,0.0618,0,0.4942
W034,W054,1,0,0.5976,1,1,0.5464,0.269,0,0.5523
W034,W055,1,1,0.167,6,0,0.4258,0.2314,0,0.609
W034,W056,0,1,0.4887,1,0,0.4455,0.1658,0,0.2342
W034,W057,1,0,0.1349,4,0,0.4847,0.1785,0,0.7949
W034,W058,1,0,1.0155,0,1,0.5086,0.2556,1,0.5688
W034,W059,1,0,0.2361,1,0,0.4153,0.2123,0,0.5389
W034,W060,1,0,0.0775,5,0,0.3937,0.158,0,0.1415
W034,W061,0,0,0.1281,7,0,0.4378,0.0643,0,0.7834
W034,W062,0,0,1.3969,0,0,0.3981,0.0803,0,0.5214
W034,W063,0,0,0.0625,3,0,0.463,0.0964,0,0.1616
W034,W064,1,1,0.2961,1,0,0.4651,0.3283,0,0.6649
W034,W065,1,0,0.5907,2,1,0.5284,0.2478,1,0.6142
W034,W066,0,1,0.0153,5,0,0.399,0.1315,0,0.4522
W034,W067,1,0,1.0832,1,0,0.3727,0.1638,0,0.6652
W034,W068,1,0,0.1307,5,1,0.4855,0.2167,0,0.5556
W034,W069,1,0,1.1837,1,0,0.4891,0.1708,0,0.6299
W034,W070,1,0,0.1173,5,0,0.4419,0.1609,0,0.4045
W034,W071,1,1,1.8783,3,0,0.4594,0.1888,1,0.7769
W034,W072,0,1,0.4062,1,0,0.3887,0.1641,0,0.4227
W035,W036,1,0,0.9397,4,0,0.5404,0.1467,0,0.7126
W035,W037,1,0,1.6186,7,0,0.5263,0.091,1,0.9432
W035,W038,1,1,0.6368,5,0,0.5371,0.2351,0,0.6383
W035,W039,0,0,1.0962,2,0,0.4307,0.075,1,0.2444
W035,W040,0,0,0.5242,2,0,0.5998,0.1001,0,0.1548
W035,W041,1,1,0.0118,3,0,0.5229,0.3148,1,0.6602
W035,W042,1,0,0.3454,5,0,0.5694,0.1628,0,0.6624
W035,W043,0,0,1.5912,3,0,0.4219,0.058,0,0.3839
W035,W044,0,0,1.1557,3,1,0.6006,0.1024,0,0.4562
W035,W045,1,0,0.2354,7,0,0.6101,0.1455,1,0.4132
W035,W046,1,0,0.7351,4,0,0.6091,0.1623,0,0.4673
W035,W047,1,0,1.0288,5,0,0.4854,0.1267,0,0.5947
W035,W048,0,0,0.0656,2,0,0.5685,0.1127,0,0.093
W035,W049,0,0,1.3693,7,0,0.5061,0.0452,0,0.5713
W035,W050,0,0,0.6944,1,0,0.5943,0.1036,1,0.3981
W035,W051,0,1,0.6923,4,0,0.5361,0.1279,0,0.2758
W035,W052,0,0,1.1736,3,1,0.5586,0.0991,0,0.7797
W035,W053,1,0,0.9245,8,0,0.5741,0.1061,0,0.5878
W035,W054,0,0,0.0402,2,1,0.6656,0.1619,1,0.5597
W035,W055,0,0,0.8048,7,0,0.545,0.0557,0,0.298
W035,W056,1,0,0.1491,0,0,0.5646,0.2546,0,0.578
W035,W057,0,1,0.5029,5,0,0.6038,0.1294,0,0.6262
W035,W058,0,1,1.6533,1,1,0.6277,0.1765,0,0.3013
W035,W059,0,0,0.8739,0,0,0.5344,0.1032,0,0.2355
W035,W060,0,0,0.5603,6,0,0.5129,0.0647,0,0.3826
W035,W061,1,0,0.7659,8,0,0.557,0.1101,0,0.5407
W035,W062,1,0,2.0347,1,0,0.5172,0.1359,0,0.5993
W035,W063,1,0,0.5753,4,0,0.5822,0.1671,0,0.6232
W035,W064,0,0,0.3417,2,0,0.5843,0.1048,1,0.383
W035,W065,0,0,0.0471,3,1,0.6476,0.1468,1,0.4697
W035,W066,1,0,0.6225,6,0,0.5181,0.1337,0,0.5853
W035,W067,0,1,1.721,0,0,0.4918,0.13,1,0.3026
W035,W068,0,0,0.5071,6,1,0.6047,0.0956,0,0.3059
W035,W069,0,0,0.5459,2,0,0.6083,0.1,0,0.6825
W035,W070,0,0,0.7551,6,0,0.5611,0.0628,0,0.2418
W035,W071,0,0,1.2405,4,0,0.5786,0.0657,0,0.6459
W035,W072,1,0,0.2316,0,0,0.5079,0.2418,0,0.5696
W036,W037,1,1,0.6789,3,0,0.4943,0.2641,1,0.3168
W036,W038,1,0,1.5765,1,0,0.505,0.1542,0,0.4799
W036,W039,0,0,0.1565,2,0,0.3987,0.0983,0,0.4977
W036,W040,0,1,0.4155,2,0,0.5678,0.1676,1,0.6296
W036,W041,1,0,0.9279,1,0,0.4909,0.1836,0,0.4143
W036,W042,1,1,0.5943,1,0,0.5374,0.3175,0,0.3798
W036,W043,0,1,0.6515,1,0,0.3898,0.1531,0,0.5169
W036,W044,0,0,0.216,1,1,0.5686,0.1579,0,0.228
W036,W045,1,1,0.7043,3,0,0.5781,0.2742,0,0.8028
W036,W046,1,1,0.2046,0,0,0.5771,0.3766,0,0.6694
W036,W047,1,0,0.0891,1,0,0.4534,0.2255,0,0.4064
W036,W048,0,0,1.0053,2,0,0.5365,0.0828,0,0.5056
W036,W049,0,0,0.4296,3,0,0.4741,0.0867,0,0.3106
W036,W050,0,0,0.2453,3,0,0.5623,0.0972,0,0.3106
W036,W051,0,0,0.2474,0,0,0.5041,0.1223,0,0.5639
W036,W052,0,1,0.2339,1,1,0.5266,0.2441,1,0.5183
W036,W053,1,1,0.0152,4,0,0.5421,0.2963,0,0.6639
W036,W054,0,0,0.8995,2,1,0.6336,0.1235,1,0.5272
W036,W055,0,0,0.1349,3,0,0.513,0.0974,0,0.4033
W036,W056,1,0,0.7906,4,0,0.5326,0.1525,0,0.3635
W036,W057,0,0,0.4368,1,0,0.5718,0.1104,0,0.6835
W036,W058,0,0,0.7136,3,1,0.5957,0.1167,0,0.3826
W036,W059,0,0,0.0658,4,0,0.5024,0.0902,0,0.512
W036,W060,0,0,0.3794,2,0,0.4808,0.0968,0,0.6821
W036,W061,1,1,0.1738,4,0,0.525,0.2827,0,0.3497
W036,W062,1,1,1.095,3,0,0.4852,0.2363,1,0.7702
W036,W063,1,0,0.3644,0,0,0.5502,0.2391,1,0.509
W036,W064,0,0,0.598,2,0,0.5523,0.0949,0,0.3442
W036,W065,0,0,0.8926,1,1,0.6156,0.1335,0,0.6538
W036,W066,1,0,0.3172,2,0,0.4861,0.1998,0,0.7631
W036,W067,0,0,0.7813,4,0,0.4598,0.0701,1,0.5062
W036,W068,0,1,0.4326,2,1,0.5726,0.2202,0,0.5795
W036,W069,0,1,1.4856,2,0,0.5763,0.1234,0,0.6859
W036,W070,0,0,0.1846,2,0,0.5291,0.106,0,0.3226
W036,W071,0,0,2.1802,0,0,0.5465,0.0693,0,0.5606
W036,W072,1,0,0.7081,4,0,0.4758,0.1508,0,0.2689
W037,W038,1,0,2.2554,2,0,0.4909,0.1147,0,0.7371
W037,W039,0,0,0.5224,5,0,0.3846,0.0659,0,0.6342
W037,W040,0,1,1.0944,5,0,0.5537,0.1049,1,0.5089
W037,W041,1,0,1.6068,4,0,0.4768,0.1158,0,0.931
W037,W042,1,1,1.2732,2,0,0.5233,0.2486,0,0.3078
W037,W043,0,1,0.0274,4,0,0.3758,0.1408,0,0.6211
W037,W044,0,0,0.4629,4,1,0.5545,0.1122,0,0.3761
W037,W045,1,1,1.3832,0,0,0.5641,0.2861,1,0.8259
W037,W046,1,1,0.8835,3,0,0.563,0.2602,0,0.4096
W037,W047,1,0,0.5898,2,0,0.4393,0.1803,1,0.3128
W037,W048,0,0,1.6842,5,0,0.5224,0.0499,0,0.3861
W037,W049,0,0,0.2493,0,0,0.46,0.1188,0,0.1688
W037,W050,0,0,0.9242,6,0,0.5482,0.059,0,0.3423
W037,W051,0,0,0.9263,3,0,0.49,0.075,0,0.4346
W037,W052,0,1,0.445,4,1,0.5125,0.1806,0,0.6321
W037,W053,1,1,0.6941,1,0,0.5281,0.3088,0,0.2388
W037,W054,0,0,1.5784,5,1,0.6195,0.0758,0,0.4047
W037,W055,0,0,0.8138,0,0,0.4989,0.1027,0,0.4366
W037,W056,1,0,1.4695,7,0,0.5185,0.0948,0,0.6324
W037,W057,0,0,1.1157,2,0,0.5577,0.0811,0,0.139
W037,W058,0,0,0.0347,6,1,0.5816,0.1088,0,0.6238
W037,W059,0,0,0.7447,7,0,0.4884,0.0546,0,0.345
W037,W060,0,0,1.0583,1,0,0.4667,0.0852,0,0.2653
W037,W061,1,1,0.8527,1,0,0.5109,0.2948,0,0.8008
W037,W062,1,1,0.4161,6,0,0.4711,0.2223,0,0.69
W037,W063,1,0,1.0433,3,0,0.5361,0.1546,0,0.6865
W037,W064,0,0,1.2769,5,0,0.5382,0.0575,0,0.4076
