worker_id,arm,information,bargaining_support,current_wage,true_outside_wage,perceived_outside_wage,belief_gap,search_friction_index,market_power_index,applications_next_month,bargaining_attempt,moved_job,wage_growth_next_quarter,segmentation_index
belief-worker-0935,info_bargaining,1,1,25.39,27.62,26.99,0.64,0.47,0.18,3.94,1,0,0.064,0.3
belief-worker-0936,control,0,0,25.06,26.06,23.06,3.0,0.56,0.26,0.8,0,0,0.007,0.463
belief-worker-0937,outside_option_info,1,0,25.31,26.32,25.05,1.27,0.56,0.26,2.7,0,0,0.017,0.393
belief-worker-0938,bargaining_prompt,0,1,25.56,26.58,24.07,2.51,0.56,0.26,1.7,0,0,0.007,0.441
belief-worker-0939,info_bargaining,1,1,25.81,26.84,26.1,0.74,0.56,0.26,3.65,0,0,0.017,0.372
belief-worker-0940,control,0,0,25.48,26.65,23.2,3.45,0.65,0.34,0.35,1,0,0.051,0.547
belief-worker-0941,outside_option_info,1,0,25.73,26.91,25.45,1.46,0.65,0.34,2.25,0,0,0.016,0.468
belief-worker-0942,bargaining_prompt,0,1,25.98,27.18,24.29,2.88,0.65,0.34,1.25,0,0,0.006,0.522
belief-worker-0943,info_bargaining,1,1,26.23,27.44,26.58,0.85,0.65,0.34,3.21,1,0,0.061,0.444
belief-worker-0944,control,0,0,25.9,27.25,23.34,3.91,0.74,0.42,0.3,0,0,0.004,0.631
belief-worker-0945,outside_option_info,1,0,26.15,27.51,25.85,1.66,0.74,0.42,2.2,0,0,0.014,0.543
belief-worker-0946,bargaining_prompt,0,1,26.4,27.77,24.51,3.26,0.74,0.42,1.2,0,0,0.004,0.604
belief-worker-0947,info_bargaining,1,1,26.65,28.04,27.07,0.96,0.74,0.42,3.17,0,0,0.014,0.516
belief-worker-0948,control,0,0,26.32,27.85,23.47,4.38,0.83,0.5,0.25,0,0,0.003,0.715
belief-worker-0949,outside_option_info,1,0,26.57,28.11,26.26,1.86,0.83,0.5,2.15,0,0,0.013,0.618
belief-worker-0950,bargaining_prompt,0,1,26.82,28.38,24.72,3.66,0.83,0.5,1.15,0,0,0.003,0.685
belief-worker-0951,info_bargaining,1,1,27.07,28.64,27.56,1.08,0.83,0.5,3.14,1,0,0.058,0.588
belief-worker-0952,control,0,0,26.74,28.45,25.71,2.74,0.2,0.58,0.99,0,0,0.002,0.396
belief-worker-0953,outside_option_info,1,0,26.99,28.72,27.55,1.16,0.2,0.58,2.99,0,0,0.012,0.336
belief-worker-0954,bargaining_prompt,0,1,27.24,28.98,26.69,2.29,0.2,0.58,1.89,0,0,0.002,0.377
belief-worker-0955,info_bargaining,1,1,27.49,29.25,28.57,0.68,0.2,0.58,3.98,0,0,0.012,0.318
belief-worker-0956,control,0,0,27.16,29.06,25.85,3.21,0.29,0.66,0.94,0,0,0.0,0.48
belief-worker-0957,outside_option_info,1,0,27.41,29.33,27.97,1.36,0.29,0.66,2.94,0,1,0.095,0.411
belief-worker-0958,bargaining_prompt,0,1,27.66,29.6,26.92,2.68,0.29,0.66,1.84,0,0,0.0,0.458
belief-worker-0959,info_bargaining,1,1,27.91,29.86,29.07,0.79,0.29,0.66,3.95,1,0,0.055,0.39
belief-worker-0960,control,0,0,27.58,29.68,27.07,2.6,0.38,0.18,0.71,0,0,0.009,0.328
belief-worker-0961,outside_option_info,1,0,27.83,29.95,28.84,1.1,0.38,0.18,2.79,0,0,0.019,0.274
belief-worker-0962,bargaining_prompt,0,1,28.08,30.21,28.04,2.17,0.38,0.18,1.61,1,0,0.054,0.311
belief-worker-0963,info_bargaining,1,1,28.33,30.48,29.84,0.64,0.38,0.18,3.78,0,0,0.019,0.257
belief-worker-0964,control,0,0,28.0,30.3,27.22,3.08,0.47,0.26,0.66,0,0,0.007,0.412
belief-worker-0965,outside_option_info,1,0,28.25,30.57,29.26,1.3,0.47,0.26,2.74,0,0,0.017,0.349
belief-worker-0966,bargaining_prompt,0,1,28.5,30.84,28.27,2.57,0.47,0.26,1.56,0,0,0.007,0.393
belief-worker-0967,info_bargaining,1,1,28.75,31.11,30.35,0.76,0.47,0.26,3.75,1,0,0.062,0.329
belief-worker-0968,control,0,0,28.42,30.92,27.36,3.56,0.56,0.34,0.61,0,0,0.006,0.496
belief-worker-0969,outside_option_info,1,0,28.67,31.19,29.68,1.51,0.56,0.34,2.69,0,0,0.016,0.424
belief-worker-0970,bargaining_prompt,0,1,28.92,31.46,28.49,2.97,0.56,0.34,1.51,1,0,0.051,0.474
belief-worker-0971,info_bargaining,1,1,29.17,31.74,30.86,0.88,0.56,0.34,3.71,0,0,0.016,0.401
belief-worker-0972,control,0,0,28.84,29.99,25.93,4.06,0.65,0.42,0.56,0,0,0.004,0.58
belief-worker-0973,outside_option_info,1,0,29.09,30.25,28.53,1.72,0.65,0.42,2.46,0,0,0.014,0.499
belief-worker-0974,bargaining_prompt,0,1,29.34,30.51,27.12,3.39,0.65,0.42,1.46,0,0,0.004,0.555
belief-worker-0975,info_bargaining,1,1,29.59,30.77,29.77,1.0,0.65,0.42,3.39,0,0,0.014,0.473
belief-worker-0976,control,0,0,29.26,30.61,26.03,4.58,0.74,0.5,0.51,0,0,0.003,0.664
belief-worker-0977,outside_option_info,1,0,29.51,30.87,28.93,1.94,0.74,0.5,2.41,0,0,0.013,0.574
belief-worker-0978,bargaining_prompt,0,1,29.76,31.13,27.31,3.82,0.74,0.5,1.41,1,0,0.048,0.636
belief-worker-0979,info_bargaining,1,1,30.01,31.39,30.26,1.13,0.74,0.5,3.35,0,0,0.013,0.546
belief-worker-0980,control,0,0,29.68,31.22,26.12,5.1,0.83,0.58,0.05,0,0,0.002,0.748
belief-worker-0981,outside_option_info,1,0,29.93,31.49,29.33,2.16,0.83,0.58,1.95,0,0,0.012,0.649
belief-worker-0982,bargaining_prompt,0,1,30.18,31.75,27.5,4.25,0.83,0.58,0.95,0,0,0.002,0.717
belief-worker-0983,info_bargaining,1,1,30.43,32.01,30.76,1.26,0.83,0.58,2.91,0,0,0.012,0.618
belief-worker-0984,control,0,0,30.1,31.85,28.59,3.26,0.2,0.66,0.8,0,0,0.0,0.429
belief-worker-0985,outside_option_info,1,0,30.35,32.11,30.73,1.38,0.2,0.66,2.76,0,0,0.01,0.366
belief-worker-0986,bargaining_prompt,0,1,30.6,32.37,29.66,2.71,0.2,0.66,1.7,1,0,0.045,0.41
belief-worker-0987,info_bargaining,1,1,30.85,32.64,31.84,0.8,0.2,0.66,3.77,0,1,0.095,0.347
belief-worker-0988,control,0,0,30.52,32.47,29.89,2.58,0.29,0.18,0.97,0,0,0.009,0.278
belief-worker-0989,outside_option_info,1,0,30.77,32.74,31.65,1.09,0.29,0.18,3.03,0,0,0.019,0.229
belief-worker-0990,bargaining_prompt,0,1,31.02,33.01,30.86,2.15,0.29,0.18,1.87,0,0,0.009,0.263
belief-worker-0991,info_bargaining,1,1,31.27,33.27,32.64,0.63,0.29,0.18,4.02,0,0,0.019,0.214
belief-worker-0992,control,0,0,30.94,33.11,30.01,3.09,0.38,0.26,0.92,0,0,0.007,0.362
belief-worker-0993,outside_option_info,1,0,31.19,33.37,32.06,1.31,0.38,0.26,2.98,0,0,0.017,0.304
belief-worker-0994,bargaining_prompt,0,1,31.44,33.64,31.06,2.58,0.38,0.26,1.82,1,0,0.052,0.344
belief-worker-0995,info_bargaining,1,1,31.69,33.91,33.15,0.76,0.38,0.26,3.98,0,1,0.102,0.286
belief-worker-0996,control,0,0,31.36,33.74,30.12,3.62,0.47,0.34,0.87,0,0,0.006,0.446
belief-worker-0997,outside_option_info,1,0,31.61,34.01,32.48,1.53,0.47,0.34,2.92,1,0,0.061,0.379
belief-worker-0998,bargaining_prompt,0,1,31.86,34.28,31.26,3.02,0.47,0.34,1.77,0,0,0.006,0.425
belief-worker-0999,info_bargaining,1,1,32.11,34.55,33.66,0.89,0.47,0.34,3.95,0,0,0.016,0.358
