worker_id,arm,treated,salience,simplification,assistance,trust_support,expected_credit,baseline_awareness,post_awareness,baseline_trust,admin_burden,work_constraint,perceived_value,procedural_cost,net_perceived_gain,application_started,application_completed,claimed_by_deadline,weeks_to_claim,filing_accuracy,earnings_response_index
takeup-worker-0670,control,0,0.0,0.0,0.0,0.0,630,0.216,0.215,0.6,0.64,0.264,427.21,252.0,175.21,0,0,0,6,0.585,0.217
takeup-worker-0671,salience_notice,1,0.75,0.0,0.0,0.1,630,0.216,0.356,0.6,0.64,0.264,476.07,221.25,254.82,0,0,0,6,0.611,0.262
takeup-worker-0672,simplified_form,1,0.25,0.8,0.0,0.0,630,0.216,0.356,0.6,0.64,0.264,476.07,187.25,288.82,1,0,0,6,0.691,0.262
takeup-worker-0673,assistance,1,0.25,0.0,0.85,0.35,630,0.216,0.366,0.6,0.64,0.264,479.54,172.25,307.29,1,1,1,1,0.681,0.345
takeup-worker-0674,full_support,1,0.8,0.8,0.75,0.45,630,0.216,0.557,0.6,0.64,0.264,545.72,99.0,446.72,0,0,0,6,0.787,0.326
takeup-worker-0675,control,0,0.0,0.0,0.0,0.0,665,0.244,0.246,0.32,0.605,0.296,443.62,250.73,192.9,1,0,0,6,0.589,0.228
takeup-worker-0676,salience_notice,1,0.75,0.0,0.0,0.1,665,0.244,0.387,0.32,0.605,0.296,495.19,219.98,275.22,0,0,0,6,0.615,0.273
takeup-worker-0677,simplified_form,1,0.25,0.8,0.0,0.0,665,0.244,0.387,0.32,0.605,0.296,495.19,185.98,309.22,1,1,1,4,0.695,0.353
takeup-worker-0678,assistance,1,0.25,0.0,0.85,0.35,665,0.244,0.397,0.32,0.605,0.296,498.85,170.98,327.88,1,1,1,2,0.685,0.357
takeup-worker-0679,full_support,1,0.8,0.8,0.75,0.45,665,0.244,0.588,0.32,0.605,0.296,568.71,97.73,470.98,1,1,1,1,0.791,0.418
takeup-worker-0680,control,0,0.0,0.0,0.0,0.0,700,0.272,0.261,0.355,0.57,0.328,475.15,249.45,225.7,1,0,0,6,0.59,0.235
takeup-worker-0681,salience_notice,1,0.75,0.0,0.0,0.1,700,0.272,0.402,0.355,0.57,0.328,529.44,218.7,310.74,1,1,1,1,0.616,0.36
takeup-worker-0682,simplified_form,1,0.25,0.8,0.0,0.0,700,0.272,0.402,0.355,0.57,0.328,529.44,184.7,344.74,0,0,0,6,0.696,0.28
takeup-worker-0683,assistance,1,0.25,0.0,0.85,0.35,700,0.272,0.412,0.355,0.57,0.328,533.29,169.7,363.59,1,0,0,6,0.686,0.283
takeup-worker-0684,full_support,1,0.8,0.8,0.75,0.45,700,0.272,0.603,0.355,0.57,0.328,606.82,96.45,510.37,1,1,1,1,0.792,0.424
takeup-worker-0685,control,0,0.0,0.0,0.0,0.0,735,0.3,0.291,0.39,0.535,0.36,513.96,248.18,265.79,0,0,0,6,0.594,0.246
takeup-worker-0686,salience_notice,1,0.75,0.0,0.0,0.1,735,0.3,0.432,0.39,0.535,0.36,570.96,217.43,353.54,1,1,1,2,0.62,0.372
takeup-worker-0687,simplified_form,1,0.25,0.8,0.0,0.0,735,0.3,0.432,0.39,0.535,0.36,570.96,183.43,387.54,0,0,0,6,0.7,0.292
takeup-worker-0688,assistance,1,0.25,0.0,0.85,0.35,735,0.3,0.442,0.39,0.535,0.36,575.01,168.43,406.58,1,1,1,4,0.69,0.375
takeup-worker-0689,full_support,1,0.8,0.8,0.75,0.45,735,0.3,0.633,0.39,0.535,0.36,652.22,95.18,557.04,1,1,1,2,0.796,0.436
takeup-worker-0690,control,0,0.0,0.0,0.0,0.0,770,0.328,0.322,0.425,0.5,0.392,554.21,246.9,307.31,0,0,0,6,0.598,0.258
takeup-worker-0691,salience_notice,1,0.75,0.0,0.0,0.1,770,0.328,0.463,0.425,0.5,0.392,613.92,216.15,397.77,1,0,0,6,0.624,0.303
takeup-worker-0692,simplified_form,1,0.25,0.8,0.0,0.0,770,0.328,0.463,0.425,0.5,0.392,613.92,182.15,431.77,1,1,1,1,0.704,0.383
takeup-worker-0693,assistance,1,0.25,0.0,0.85,0.35,770,0.328,0.473,0.425,0.5,0.392,618.16,167.15,451.01,0,0,0,6,0.694,0.306
takeup-worker-0694,full_support,1,0.8,0.8,0.75,0.45,770,0.328,0.664,0.425,0.5,0.392,699.05,93.9,605.15,1,1,1,3,0.8,0.448
takeup-worker-0695,control,0,0.0,0.0,0.0,0.0,805,0.356,0.353,0.46,0.465,0.424,595.89,245.62,350.27,0,0,0,6,0.602,0.27
takeup-worker-0696,salience_notice,1,0.75,0.0,0.0,0.1,805,0.356,0.494,0.46,0.465,0.424,658.32,214.88,443.44,1,1,1,4,0.628,0.395
takeup-worker-0697,simplified_form,1,0.25,0.8,0.0,0.0,805,0.356,0.494,0.46,0.465,0.424,658.32,180.88,477.44,1,1,1,2,0.708,0.395
takeup-worker-0698,assistance,1,0.25,0.0,0.85,0.35,805,0.356,0.504,0.46,0.465,0.424,662.75,165.88,496.87,0,0,0,6,0.698,0.318
takeup-worker-0699,full_support,1,0.8,0.8,0.75,0.45,805,0.356,0.695,0.46,0.465,0.424,747.31,92.62,654.69,1,1,1,3,0.804,0.459
takeup-worker-0700,control,0,0.0,0.0,0.0,0.0,840,0.384,0.368,0.495,0.78,0.456,631.61,281.1,350.51,0,0,0,6,0.603,0.259
takeup-worker-0701,salience_notice,1,0.75,0.0,0.0,0.1,840,0.384,0.509,0.495,0.78,0.456,696.76,250.35,446.41,0,0,0,6,0.629,0.304
takeup-worker-0702,simplified_form,1,0.25,0.8,0.0,0.0,840,0.384,0.509,0.495,0.78,0.456,696.76,216.35,480.41,1,1,1,3,0.709,0.384
takeup-worker-0703,assistance,1,0.25,0.0,0.85,0.35,840,0.384,0.519,0.495,0.78,0.456,701.38,201.35,500.03,1,1,1,1,0.699,0.387
takeup-worker-0704,full_support,1,0.8,0.8,0.75,0.45,840,0.384,0.71,0.495,0.78,0.456,789.62,128.1,661.52,0,0,0,6,0.805,0.368
takeup-worker-0705,control,0,0.0,0.0,0.0,0.0,875,0.412,0.399,0.53,0.745,0.488,675.86,279.82,396.03,1,1,1,2,0.607,0.35
takeup-worker-0706,salience_notice,1,0.75,0.0,0.0,0.1,875,0.412,0.54,0.53,0.745,0.488,743.71,249.07,494.64,1,1,1,1,0.633,0.396
takeup-worker-0707,simplified_form,1,0.25,0.8,0.0,0.0,875,0.412,0.54,0.53,0.745,0.488,743.71,215.07,528.64,1,1,1,4,0.713,0.396
takeup-worker-0708,assistance,1,0.25,0.0,0.85,0.35,875,0.412,0.55,0.53,0.745,0.488,748.52,200.07,548.45,1,1,1,1,0.703,0.399
takeup-worker-0709,full_support,1,0.8,0.8,0.75,0.45,875,0.412,0.741,0.53,0.745,0.488,840.44,126.82,713.62,1,1,1,1,0.809,0.46
takeup-worker-0710,control,0,0.0,0.0,0.0,0.0,910,0.44,0.43,0.565,0.71,0.52,721.53,278.55,442.98,1,0,0,6,0.611,0.282
takeup-worker-0711,salience_notice,1,0.75,0.0,0.0,0.1,910,0.44,0.571,0.565,0.71,0.52,792.1,247.8,544.3,1,1,1,1,0.637,0.407
takeup-worker-0712,simplified_form,1,0.25,0.8,0.0,0.0,910,0.44,0.571,0.565,0.71,0.52,792.1,213.8,578.3,0,0,0,6,0.717,0.327
takeup-worker-0713,assistance,1,0.25,0.0,0.85,0.35,910,0.44,0.581,0.565,0.71,0.52,797.11,198.8,598.31,1,1,1,2,0.707,0.41
takeup-worker-0714,full_support,1,0.8,0.8,0.75,0.45,910,0.44,0.772,0.565,0.71,0.52,892.7,125.55,767.15,1,1,1,1,0.813,0.471
takeup-worker-0715,control,0,0.0,0.0,0.0,0.0,945,0.468,0.473,0.6,0.675,0.2,775.04,250.88,524.17,1,1,1,4,0.635,0.378
takeup-worker-0716,salience_notice,1,0.75,0.0,0.0,0.1,945,0.468,0.614,0.6,0.675,0.2,848.33,220.12,628.2,1,1,1,2,0.661,0.423
takeup-worker-0717,simplified_form,1,0.25,0.8,0.0,0.0,945,0.468,0.614,0.6,0.675,0.2,848.33,186.12,662.2,1,1,1,1,0.741,0.423
takeup-worker-0718,assistance,1,0.25,0.0,0.85,0.35,945,0.468,0.624,0.6,0.675,0.2,853.52,171.12,682.4,1,1,1,3,0.73,0.426
takeup-worker-0719,full_support,1,0.8,0.8,0.75,0.45,945,0.468,0.815,0.6,0.675,0.2,952.8,97.88,854.92,1,1,1,1,0.837,0.487
takeup-worker-0720,control,0,0.0,0.0,0.0,0.0,420,0.16,0.152,0.32,0.64,0.232,258.52,249.6,8.92,0,0,0,6,0.576,0.197
takeup-worker-0721,salience_notice,1,0.75,0.0,0.0,0.1,420,0.16,0.293,0.32,0.64,0.232,291.1,218.85,72.25,1,0,0,6,0.601,0.242
takeup-worker-0722,simplified_form,1,0.25,0.8,0.0,0.0,420,0.16,0.293,0.32,0.64,0.232,291.1,184.85,106.25,0,0,0,6,0.681,0.242
takeup-worker-0723,assistance,1,0.25,0.0,0.85,0.35,420,0.16,0.303,0.32,0.64,0.232,293.41,169.85,123.56,1,0,0,6,0.671,0.245
takeup-worker-0724,full_support,1,0.8,0.8,0.75,0.45,420,0.16,0.494,0.32,0.64,0.232,337.53,96.6,240.93,1,1,1,2,0.777,0.386
takeup-worker-0725,control,0,0.0,0.0,0.0,0.0,455,0.188,0.183,0.355,0.605,0.264,289.39,248.33,41.06,0,0,0,6,0.58,0.208
takeup-worker-0726,salience_notice,1,0.75,0.0,0.0,0.1,455,0.188,0.324,0.355,0.605,0.264,324.67,217.58,107.1,1,0,0,6,0.605,0.253
takeup-worker-0727,simplified_form,1,0.25,0.8,0.0,0.0,455,0.188,0.324,0.355,0.605,0.264,324.67,183.58,141.1,0,0,0,6,0.685,0.253
takeup-worker-0728,assistance,1,0.25,0.0,0.85,0.35,455,0.188,0.334,0.355,0.605,0.264,327.18,168.58,158.6,0,0,0,6,0.675,0.257
takeup-worker-0729,full_support,1,0.8,0.8,0.75,0.45,455,0.188,0.525,0.355,0.605,0.264,374.97,95.33,279.65,1,1,1,3,0.781,0.398
takeup-worker-0730,control,0,0.0,0.0,0.0,0.0,490,0.216,0.214,0.39,0.57,0.296,321.69,247.05,74.64,0,0,0,6,0.584,0.22
takeup-worker-0731,salience_notice,1,0.75,0.0,0.0,0.1,490,0.216,0.355,0.39,0.57,0.296,359.69,216.3,143.39,0,0,0,6,0.609,0.265
takeup-worker-0732,simplified_form,1,0.25,0.8,0.0,0.0,490,0.216,0.355,0.39,0.57,0.296,359.69,182.3,177.39,1,1,1,2,0.689,0.345
takeup-worker-0733,assistance,1,0.25,0.0,0.85,0.35,490,0.216,0.365,0.39,0.57,0.296,362.38,167.3,195.08,0,0,0,6,0.679,0.268
takeup-worker-0734,full_support,1,0.8,0.8,0.75,0.45,490,0.216,0.556,0.39,0.57,0.296,413.85,94.05,319.8,1,1,1,4,0.785,0.409
takeup-worker-0735,control,0,0.0,0.0,0.0,0.0,525,0.244,0.245,0.425,0.535,0.328,355.42,245.78,109.64,0,0,0,6,0.588,0.231
takeup-worker-0736,salience_notice,1,0.75,0.0,0.0,0.1,525,0.244,0.386,0.425,0.535,0.328,396.13,215.03,181.11,0,0,0,6,0.613,0.277
takeup-worker-0737,simplified_form,1,0.25,0.8,0.0,0.0,525,0.244,0.386,0.425,0.535,0.328,396.13,181.03,215.11,1,0,0,6,0.693,0.277
takeup-worker-0738,assistance,1,0.25,0.0,0.85,0.35,525,0.244,0.396,0.425,0.535,0.328,399.02,166.03,232.99,0,0,0,6,0.683,0.28
takeup-worker-0739,full_support,1,0.8,0.8,0.75,0.45,525,0.244,0.587,0.425,0.535,0.328,454.17,92.78,361.4,0,0,0,6,0.789,0.341
takeup-worker-0740,control,0,0.0,0.0,0.0,0.0,560,0.272,0.259,0.46,0.5,0.36,385.66,244.5,141.16,0,0,0,6,0.589,0.238
takeup-worker-0741,salience_notice,1,0.75,0.0,0.0,0.1,560,0.272,0.4,0.46,0.5,0.36,429.08,213.75,215.33,0,0,0,6,0.614,0.283
takeup-worker-0742,simplified_form,1,0.25,0.8,0.0,0.0,560,0.272,0.4,0.46,0.5,0.36,429.08,179.75,249.33,1,1,1,4,0.694,0.363
takeup-worker-0743,assistance,1,0.25,0.0,0.85,0.35,560,0.272,0.41,0.46,0.5,0.36,432.16,164.75,267.41,1,1,1,2,0.684,0.366
takeup-worker-0744,full_support,1,0.8,0.8,0.75,0.45,560,0.272,0.601,0.46,0.5,0.36,490.99,91.5,399.49,0,0,0,6,0.79,0.347
takeup-worker-0745,control,0,0.0,0.0,0.0,0.0,595,0.3,0.29,0.495,0.465,0.392,421.95,243.22,178.72,1,0,0,6,0.593,0.25
takeup-worker-0746,salience_notice,1,0.75,0.0,0.0,0.1,595,0.3,0.431,0.495,0.465,0.392,468.09,212.47,255.61,0,0,0,6,0.618,0.295
takeup-worker-0747,simplified_form,1,0.25,0.8,0.0,0.0,595,0.3,0.431,0.495,0.465,0.392,468.09,178.47,289.61,0,0,0,6,0.698,0.295
takeup-worker-0748,assistance,1,0.25,0.0,0.85,0.35,595,0.3,0.441,0.495,0.465,0.392,471.36,163.47,307.89,1,0,0,6,0.688,0.298
takeup-worker-0749,full_support,1,0.8,0.8,0.75,0.45,595,0.3,0.632,0.495,0.465,0.392,533.87,90.22,443.64,1,1,1,1,0.794,0.439
takeup-worker-0750,control,0,0.0,0.0,0.0,0.0,630,0.328,0.321,0.53,0.78,0.424,459.67,278.7,180.97,1,0,0,6,0.597,0.244
takeup-worker-0751,salience_notice,1,0.75,0.0,0.0,0.1,630,0.328,0.462,0.53,0.78,0.424,508.53,247.95,260.58,1,1,1,2,0.622,0.369
takeup-worker-0752,simplified_form,1,0.25,0.8,0.0,0.0,630,0.328,0.462,0.53,0.78,0.424,508.53,213.95,294.58,0,0,0,6,0.702,0.289
takeup-worker-0753,assistance,1,0.25,0.0,0.85,0.35,630,0.328,0.472,0.53,0.78,0.424,511.99,198.95,313.04,1,1,1,4,0.692,0.372
takeup-worker-0754,full_support,1,0.8,0.8,0.75,0.45,630,0.328,0.663,0.53,0.78,0.424,578.17,125.7,452.47,1,1,1,1,0.798,0.433
takeup-worker-0755,control,0,0.0,0.0,0.0,0.0,665,0.356,0.352,0.565,0.745,0.456,498.83,277.43,221.41,0,0,0,6,0.601,0.255
takeup-worker-0756,salience_notice,1,0.75,0.0,0.0,0.1,665,0.356,0.493,0.565,0.745,0.456,550.4,246.68,303.73,1,0,0,6,0.626,0.301
takeup-worker-0757,simplified_form,1,0.25,0.8,0.0,0.0,665,0.356,0.493,0.565,0.745,0.456,550.4,212.68,337.73,0,0,0,6,0.706,0.301
takeup-worker-0758,assistance,1,0.25,0.0,0.85,0.35,665,0.356,0.503,0.565,0.745,0.456,554.06,197.68,356.38,0,0,0,6,0.696,0.304
takeup-worker-0759,full_support,1,0.8,0.8,0.75,0.45,665,0.356,0.694,0.565,0.745,0.456,623.92,124.43,499.49,1,1,1,2,0.802,0.445
takeup-worker-0760,control,0,0.0,0.0,0.0,0.0,700,0.384,0.367,0.6,0.71,0.488,533.26,276.15,257.11,0,0,0,6,0.602,0.262
takeup-worker-0761,salience_notice,1,0.75,0.0,0.0,0.1,700,0.384,0.508,0.6,0.71,0.488,587.55,245.4,342.15,1,0,0,6,0.627,0.307
takeup-worker-0762,simplified_form,1,0.25,0.8,0.0,0.0,700,0.384,0.508,0.6,0.71,0.488,587.55,211.4,376.15,1,1,1,2,0.707,0.387
takeup-worker-0763,assistance,1,0.25,0.0,0.85,0.35,700,0.384,0.518,0.6,0.71,0.488,591.4,196.4,395.0,0,0,0,6,0.697,0.31
takeup-worker-0764,full_support,1,0.8,0.8,0.75,0.45,700,0.384,0.709,0.6,0.71,0.488,664.93,123.15,541.78,1,1,1,3,0.803,0.451
takeup-worker-0765,control,0,0.0,0.0,0.0,0.0,735,0.412,0.398,0.32,0.675,0.52,551.83,274.88,276.96,0,0,0,6,0.606,0.274
takeup-worker-0766,salience_notice,1,0.75,0.0,0.0,0.1,735,0.412,0.539,0.32,0.675,0.52,608.83,244.12,364.7,0,0,0,6,0.631,0.319
takeup-worker-0767,simplified_form,1,0.25,0.8,0.0,0.0,735,0.412,0.539,0.32,0.675,0.52,608.83,210.12,398.7,1,0,0,6,0.711,0.319
takeup-worker-0768,assistance,1,0.25,0.0,0.85,0.35,735,0.412,0.549,0.32,0.675,0.52,612.87,195.12,417.75,0,0,0,6,0.701,0.322
takeup-worker-0769,full_support,1,0.8,0.8,0.75,0.45,735,0.412,0.74,0.32,0.675,0.52,690.08,121.88,568.21,1,1,1,4,0.807,0.463
takeup-worker-0770,control,0,0.0,0.0,0.0,0.0,770,0.44,0.441,0.355,0.64,0.2,599.1,247.2,351.9,1,1,1,2,0.629,0.369
takeup-worker-0771,salience_notice,1,0.75,0.0,0.0,0.1,770,0.44,0.582,0.355,0.64,0.2,658.81,216.45,442.36,0,0,0,6,0.655,0.334
takeup-worker-0772,simplified_form,1,0.25,0.8,0.0,0.0,770,0.44,0.582,0.355,0.64,0.2,658.81,182.45,476.36,1,1,1,3,0.735,0.414
takeup-worker-0773,assistance,1,0.25,0.0,0.85,0.35,770,0.44,0.592,0.355,0.64,0.2,663.05,167.45,495.6,1,1,1,1,0.725,0.417
takeup-worker-0774,full_support,1,0.8,0.8,0.75,0.45,770,0.44,0.783,0.355,0.64,0.2,743.94,94.2,649.74,1,1,1,1,0.831,0.479
takeup-worker-0775,control,0,0.0,0.0,0.0,0.0,805,0.468,0.472,0.39,0.605,0.232,642.82,245.93,396.89,1,0,0,6,0.633,0.301
takeup-worker-0776,salience_notice,1,0.75,0.0,0.0,0.1,805,0.468,0.613,0.39,0.605,0.232,705.25,215.18,490.07,1,1,1,1,0.659,0.426
takeup-worker-0777,simplified_form,1,0.25,0.8,0.0,0.0,805,0.468,0.613,0.39,0.605,0.232,705.25,181.18,524.07,1,1,1,4,0.739,0.426
takeup-worker-0778,assistance,1,0.25,0.0,0.85,0.35,805,0.468,0.623,0.39,0.605,0.232,709.68,166.18,543.5,1,1,1,2,0.729,0.429
takeup-worker-0779,full_support,1,0.8,0.8,0.75,0.45,805,0.468,0.814,0.39,0.605,0.232,794.24,92.93,701.32,1,1,1,1,0.835,0.49
takeup-worker-0780,control,0,0.0,0.0,0.0,0.0,840,0.16,0.151,0.425,0.57,0.264,525.35,244.65,280.7,1,0,0,6,0.574,0.2
takeup-worker-0781,salience_notice,1,0.75,0.0,0.0,0.1,840,0.16,0.292,0.425,0.57,0.264,590.49,213.9,376.59,1,1,1,1,0.599,0.325
takeup-worker-0782,simplified_form,1,0.25,0.8,0.0,0.0,840,0.16,0.292,0.425,0.57,0.264,590.49,179.9,410.59,0,0,0,6,0.679,0.245
takeup-worker-0783,assistance,1,0.25,0.0,0.85,0.35,840,0.16,0.302,0.425,0.57,0.264,595.11,164.9,430.21,1,1,1,3,0.669,0.328
takeup-worker-0784,full_support,1,0.8,0.8,0.75,0.45,840,0.16,0.493,0.425,0.57,0.264,683.36,91.65,591.71,1,1,1,1,0.775,0.389
takeup-worker-0785,control,0,0.0,0.0,0.0,0.0,875,0.188,0.182,0.46,0.535,0.296,565.16,243.38,321.79,0,0,0,6,0.578,0.211
takeup-worker-0786,salience_notice,1,0.75,0.0,0.0,0.1,875,0.188,0.323,0.46,0.535,0.296,633.02,212.62,420.4,1,1,1,2,0.603,0.336
takeup-worker-0787,simplified_form,1,0.25,0.8,0.0,0.0,875,0.188,0.323,0.46,0.535,0.296,633.02,178.62,454.4,0,0,0,6,0.683,0.256
takeup-worker-0788,assistance,1,0.25,0.0,0.85,0.35,875,0.188,0.333,0.46,0.535,0.296,637.83,163.62,474.21,1,1,1,4,0.673,0.34
takeup-worker-0789,full_support,1,0.8,0.8,0.75,0.45,875,0.188,0.524,0.46,0.535,0.296,729.75,90.38,639.38,1,1,1,2,0.779,0.401
takeup-worker-0790,control,0,0.0,0.0,0.0,0.0,910,0.216,0.213,0.495,0.5,0.328,606.41,242.1,364.31,0,0,0,6,0.582,0.223
takeup-worker-0791,salience_notice,1,0.75,0.0,0.0,0.1,910,0.216,0.354,0.495,0.5,0.328,676.98,211.35,465.63,1,0,0,6,0.607,0.268
takeup-worker-0792,simplified_form,1,0.25,0.8,0.0,0.0,910,0.216,0.354,0.495,0.5,0.328,676.98,177.35,499.63,1,1,1,1,0.687,0.348
takeup-worker-0793,assistance,1,0.25,0.0,0.85,0.35,910,0.216,0.364,0.495,0.5,0.328,681.99,162.35,519.64,0,0,0,6,0.677,0.271
takeup-worker-0794,full_support,1,0.8,0.8,0.75,0.45,910,0.216,0.555,0.495,0.5,0.328,777.58,89.1,688.48,1,1,1,3,0.783,0.412
takeup-worker-0795,control,0,0.0,0.0,0.0,0.0,945,0.244,0.243,0.53,0.465,0.36,649.09,240.82,408.27,0,0,0,6,0.586,0.235
takeup-worker-0796,salience_notice,1,0.75,0.0,0.0,0.1,945,0.244,0.384,0.53,0.465,0.36,722.38,210.07,512.3,1,1,1,4,0.611,0.36
takeup-worker-0797,simplified_form,1,0.25,0.8,0.0,0.0,945,0.244,0.384,0.53,0.465,0.36,722.38,176.07,546.3,1,1,1,2,0.691,0.36
takeup-worker-0798,assistance,1,0.25,0.0,0.85,0.35,945,0.244,0.394,0.53,0.465,0.36,727.57,161.07,566.5,1,1,1,1,0.681,0.363
takeup-worker-0799,full_support,1,0.8,0.8,0.75,0.45,945,0.244,0.585,0.53,0.465,0.36,826.85,87.82,739.02,1,1,1,3,0.787,0.424
takeup-worker-0800,control,0,0.0,0.0,0.0,0.0,420,0.272,0.258,0.565,0.78,0.392,293.39,276.3,17.09,0,0,0,6,0.587,0.224
takeup-worker-0801,salience_notice,1,0.75,0.0,0.0,0.1,420,0.272,0.399,0.565,0.78,0.392,325.96,245.55,80.41,0,0,0,6,0.612,0.269
takeup-worker-0802,simplified_form,1,0.25,0.8,0.0,0.0,420,0.272,0.399,0.565,0.78,0.392,325.96,211.55,114.41,1,0,0,6,0.692,0.269
takeup-worker-0803,assistance,1,0.25,0.0,0.85,0.35,420,0.272,0.409,0.565,0.78,0.392,328.27,196.55,131.72,0,0,0,6,0.682,0.272
takeup-worker-0804,full_support,1,0.8,0.8,0.75,0.45,420,0.272,0.6,0.565,0.78,0.392,372.39,123.3,249.09,0,0,0,6,0.788,0.333
takeup-worker-0805,control,0,0.0,0.0,0.0,0.0,455,0.3,0.289,0.6,0.745,0.424,327.16,275.02,52.14,0,0,0,6,0.591,0.235
takeup-worker-0806,salience_notice,1,0.75,0.0,0.0,0.1,455,0.3,0.43,0.6,0.745,0.424,362.45,244.27,118.17,0,0,0,6,0.616,0.28
takeup-worker-0807,simplified_form,1,0.25,0.8,0.0,0.0,455,0.3,0.43,0.6,0.745,0.424,362.45,210.27,152.17,1,0,0,6,0.696,0.28
takeup-worker-0808,assistance,1,0.25,0.0,0.85,0.35,455,0.3,0.44,0.6,0.745,0.424,364.95,195.27,169.68,0,0,0,6,0.686,0.284
takeup-worker-0809,full_support,1,0.8,0.8,0.75,0.45,455,0.3,0.631,0.6,0.745,0.424,412.75,122.02,290.72,0,0,0,6,0.792,0.345
takeup-worker-0810,control,0,0.0,0.0,0.0,0.0,490,0.328,0.32,0.32,0.71,0.456,346.93,273.75,73.18,0,0,0,6,0.595,0.247
takeup-worker-0811,salience_notice,1,0.75,0.0,0.0,0.1,490,0.328,0.461,0.32,0.71,0.456,384.93,243.0,141.93,0,0,0,6,0.62,0.292
takeup-worker-0812,simplified_form,1,0.25,0.8,0.0,0.0,490,0.328,0.461,0.32,0.71,0.456,384.93,209.0,175.93,0,0,0,6,0.7,0.292
takeup-worker-0813,assistance,1,0.25,0.0,0.85,0.35,490,0.328,0.471,0.32,0.71,0.456,387.63,194.0,193.63,1,1,1,2,0.69,0.375
takeup-worker-0814,full_support,1,0.8,0.8,0.75,0.45,490,0.328,0.662,0.32,0.71,0.456,439.1,120.75,318.35,0,0,0,6,0.796,0.356
takeup-worker-0815,control,0,0.0,0.0,0.0,0.0,525,0.356,0.351,0.355,0.675,0.488,382.47,272.48,109.99,1,0,0,6,0.599,0.259
takeup-worker-0816,salience_notice,1,0.75,0.0,0.0,0.1,525,0.356,0.492,0.355,0.675,0.488,423.18,241.73,181.45,0,0,0,6,0.624,0.304
takeup-worker-0817,simplified_form,1,0.25,0.8,0.0,0.0,525,0.356,0.492,0.355,0.675,0.488,423.18,207.73,215.45,0,0,0,6,0.704,0.304
takeup-worker-0818,assistance,1,0.25,0.0,0.85,0.35,525,0.356,0.502,0.355,0.675,0.488,426.07,192.73,233.34,1,0,0,6,0.694,0.307
takeup-worker-0819,full_support,1,0.8,0.8,0.75,0.45,525,0.356,0.693,0.355,0.675,0.488,481.22,119.48,361.74,1,1,1,1,0.8,0.448
takeup-worker-0820,control,0,0.0,0.0,0.0,0.0,560,0.384,0.366,0.39,0.64,0.52,414.51,271.2,143.31,0,0,0,6,0.6,0.265
takeup-worker-0821,salience_notice,1,0.75,0.0,0.0,0.1,560,0.384,0.507,0.39,0.64,0.52,457.93,240.45,217.48,1,0,0,6,0.625,0.31
takeup-worker-0822,simplified_form,1,0.25,0.8,0.0,0.0,560,0.384,0.507,0.39,0.64,0.52,457.93,206.45,251.48,0,0,0,6,0.705,0.31
takeup-worker-0823,assistance,1,0.25,0.0,0.85,0.35,560,0.384,0.517,0.39,0.64,0.52,461.01,191.45,269.56,1,1,1,4,0.695,0.393
takeup-worker-0824,full_support,1,0.8,0.8,0.75,0.45,560,0.384,0.708,0.39,0.64,0.52,519.84,118.2,401.64,1,1,1,2,0.801,0.454
takeup-worker-0825,control,0,0.0,0.0,0.0,0.0,595,0.412,0.409,0.425,0.605,0.2,456.63,243.53,213.11,0,0,0,6,0.624,0.281
takeup-worker-0826,salience_notice,1,0.75,0.0,0.0,0.1,595,0.412,0.55,0.425,0.605,0.2,502.77,212.78,290.0,1,0,0,6,0.649,0.326
takeup-worker-0827,simplified_form,1,0.25,0.8,0.0,0.0,595,0.412,0.55,0.425,0.605,0.2,502.77,178.78,324.0,1,1,1,1,0.729,0.406
takeup-worker-0828,assistance,1,0.25,0.0,0.85,0.35,595,0.412,0.56,0.425,0.605,0.2,506.05,163.78,342.27,0,0,0,6,0.719,0.329
takeup-worker-0829,full_support,1,0.8,0.8,0.75,0.45,595,0.412,0.751,0.425,0.605,0.2,568.55,90.53,478.03,1,1,1,3,0.825,0.47
takeup-worker-0830,control,0,0.0,0.0,0.0,0.0,630,0.44,0.44,0.46,0.57,0.232,496.4,242.25,254.15,0,0,0,6,0.628,0.292
takeup-worker-0831,salience_notice,1,0.75,0.0,0.0,0.1,630,0.44,0.581,0.46,0.57,0.232,545.25,211.5,333.75,0,0,0,6,0.653,0.337
takeup-worker-0832,simplified_form,1,0.25,0.8,0.0,0.0,630,0.44,0.581,0.46,0.57,0.232,545.25,177.5,367.75,1,1,1,2,0.733,0.417
takeup-worker-0833,assistance,1,0.25,0.0,0.85,0.35,630,0.44,0.591,0.46,0.57,0.232,548.72,162.5,386.22,0,0,0,6,0.723,0.341
takeup-worker-0834,full_support,1,0.8,0.8,0.75,0.45,630,0.44,0.782,0.46,0.57,0.232,614.9,89.25,525.65,1,1,1,4,0.829,0.482
takeup-worker-0835,control,0,0.0,0.0,0.0,0.0,665,0.468,0.471,0.495,0.535,0.264,537.6,240.98,296.62,0,0,0,6,0.632,0.304
takeup-worker-0836,salience_notice,1,0.75,0.0,0.0,0.1,665,0.468,0.612,0.495,0.535,0.264,589.17,210.23,378.94,0,0,0,6,0.657,0.349
takeup-worker-0837,simplified_form,1,0.25,0.8,0.0,0.0,665,0.468,0.612,0.495,0.535,0.264,589.17,176.23,412.94,1,1,1,3,0.737,0.429
